match_stats_id,match_id,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
2017-580-218-w,2017-580-218,15,2,125,70,51,33,20,3,6
2017-580-219-w,2017-580-219,7,1,98,72,58,16,18,5,7
2017-580-220-w,2017-580-220,9,1,79,54,37,17,14,1,2
2017-580-221-w,2017-580-221,4,2,107,58,41,32,16,5,6
2017-580-222-w,2017-580-222,4,4,105,76,63,15,16,4,4
2017-580-223-w,2017-580-223,8,4,96,61,46,15,14,8,10
2017-580-224-w,2017-580-224,11,3,143,86,62,33,24,8,12
2017-580-225-w,2017-580-225,8,3,184,135,93,27,28,12,16
2017-580-226-w,2017-580-226,20,3,138,85,65,26,22,13,17
2017-520-100-w,2017-520-100,2,2,98,57,41,22,17,3,7
2017-520-101-w,2017-520-101,4,11,165,87,58,37,24,6,13
2017-520-102-w,2017-520-102,16,6,133,72,59,35,22,5,7
2017-520-103-w,2017-520-103,13,2,67,48,39,13,13,0,0
2017-520-104-w,2017-520-104,31,3,129,86,68,22,20,6,8
2017-520-105-w,2017-520-105,8,2,79,49,37,19,12,4,4
2017-520-106-w,2017-520-106,9,3,122,65,48,31,19,4,6
2017-520-107-w,2017-520-107,5,3,104,62,47,21,17,3,6
2017-520-108-w,2017-520-108,0,5,128,89,53,20,19,7,12
2017-520-109-w,2017-520-109,9,8,99,54,44,26,16,3,4
2017-520-110-w,2017-520-110,0,1,104,71,48,19,18,2,5
2017-520-111-w,2017-520-111,7,4,96,57,45,22,14,6,6
2017-520-112-w,2017-520-112,6,6,104,60,47,25,19,7,10
2017-520-113-w,2017-520-113,11,1,94,56,45,27,16,6,6
2017-520-114-w,2017-520-114,11,2,96,59,48,21,15,2,2
2017-520-115-w,2017-520-115,3,6,120,70,54,25,19,9,11
2017-520-116-w,2017-520-116,2,1,98,50,35,33,15,6,7
2017-520-117-w,2017-520-117,4,2,98,57,48,22,16,4,4
2017-520-118-w,2017-520-118,11,3,95,57,44,19,17,4,8
2017-520-119-w,2017-520-119,3,14,130,82,61,16,21,6,11
2017-520-120-w,2017-520-120,7,2,97,50,38,25,17,4,7
2017-520-121-w,2017-520-121,9,7,192,142,93,28,25,17,21
2017-520-122-w,2017-520-122,5,8,155,93,67,31,24,9,16
2017-520-123-w,2017-520-123,2,3,86,62,46,13,14,3,4
2017-520-124-w,2017-520-124,0,3,162,110,73,26,22,6,10
2017-520-125-w,2017-520-125,3,3,81,48,39,18,15,1,3
2017-520-126-w,2017-520-126,13,4,98,66,53,18,17,2,3
2017-520-127-w,2017-520-127,20,4,97,68,55,16,15,3,3
2017-520-128-w,2017-520-128,13,8,178,108,86,40,32,10,15
2017-520-129-w,2017-520-129,14,2,92,55,46,24,16,5,6
2017-520-130-w,2017-520-130,7,4,115,74,60,20,16,5,5
2017-520-131-w,2017-520-131,8,5,75,39,36,22,14,0,0
2017-520-132-w,2017-520-132,15,5,70,43,38,19,14,2,2
2017-520-133-w,2017-520-133,11,7,151,80,55,37,25,4,10
2017-520-134-w,2017-520-134,3,10,175,102,69,41,27,4,10
2017-520-135-w,2017-520-135,17,4,119,65,57,35,20,3,3
2017-520-136-w,2017-520-136,9,3,75,42,34,19,13,6,7
2017-520-137-w,2017-520-137,8,0,91,64,48,17,15,4,5
2017-520-138-w,2017-520-138,6,2,100,65,44,22,19,2,7
2017-520-139-w,2017-520-139,8,4,84,45,37,20,14,8,10
2017-520-140-w,2017-520-140,7,2,103,58,40,28,17,9,11
2017-520-141-w,2017-520-141,12,0,81,36,30,31,16,1,3
2017-520-142-w,2017-520-142,2,0,86,73,53,9,13,3,3
2017-520-143-w,2017-520-143,3,3,91,52,29,27,15,5,9
2017-520-144-w,2017-520-144,0,4,104,77,45,12,16,4,10
2017-520-145-w,2017-520-145,6,4,129,72,56,27,14,20,21
2017-520-146-w,2017-520-146,7,2,76,43,34,19,12,1,1
2017-520-147-w,2017-520-147,1,2,66,42,28,17,12,2,4
2017-520-148-w,2017-520-148,11,1,60,33,29,19,12,0,0
2017-520-149-w,2017-520-149,4,0,74,58,42,13,13,2,3
2017-520-150-w,2017-520-150,4,1,98,58,45,27,15,4,4
2017-520-151-w,2017-520-151,13,9,155,82,61,39,26,3,6
2017-520-152-w,2017-520-152,10,3,93,63,53,19,17,3,4
2017-520-153-w,2017-520-153,4,1,91,56,39,18,16,4,8
2017-520-154-w,2017-520-154,16,3,92,53,47,23,16,0,0
2017-520-155-w,2017-520-155,12,2,73,42,35,21,12,1,1
2017-520-156-w,2017-520-156,17,7,151,67,57,51,25,3,6
2017-520-157-w,2017-520-157,9,10,129,86,65,18,21,8,13
2017-520-158-w,2017-520-158,4,4,120,67,49,25,17,11,14
2017-520-159-w,2017-520-159,4,2,109,66,49,27,19,4,6
2017-520-160-w,2017-520-160,6,5,110,65,46,26,19,4,8
2017-520-161-w,2017-520-161,3,4,149,102,67,23,26,5,12
2017-520-162-w,2017-520-162,6,5,137,79,54,27,19,8,12
2017-520-163-w,2017-520-163,5,1,87,58,36,18,14,6,10
2017-520-164-w,2017-520-164,9,4,125,62,49,39,20,5,7
2017-520-165-w,2017-520-165,6,2,59,38,30,10,10,1,2
2017-520-166-w,2017-520-166,21,1,103,73,62,20,17,2,2
2017-520-167-w,2017-520-167,12,2,92,43,38,29,16,0,0
2017-520-168-w,2017-520-168,5,3,145,105,75,24,23,11,14
2017-520-169-w,2017-520-169,2,3,92,54,37,20,15,5,8
2017-520-170-w,2017-520-170,3,2,73,43,36,18,13,1,2
2017-520-171-w,2017-520-171,5,5,85,50,42,15,14,6,9
2017-520-172-w,2017-520-172,16,5,116,70,52,28,17,5,7
2017-520-173-w,2017-520-173,5,7,102,57,40,22,16,6,9
2017-520-174-w,2017-520-174,5,2,71,40,35,17,12,4,4
2017-520-175-w,2017-520-175,6,0,67,53,37,7,12,2,4
2017-520-176-w,2017-520-176,1,3,80,49,38,17,14,3,5
2017-520-177-w,2017-520-177,21,8,112,65,56,20,19,6,8
2017-520-178-w,2017-520-178,11,6,171,102,75,29,27,12,19
2017-520-179-w,2017-520-179,11,5,72,44,42,14,13,1,1
2017-520-180-w,2017-520-180,25,5,105,76,58,18,19,4,6
2017-520-181-w,2017-520-181,7,8,94,40,29,28,17,2,7
2017-520-182-w,2017-520-182,15,2,125,80,53,27,19,5,8
2017-520-183-w,2017-520-183,4,4,95,65,56,14,16,1,1
2017-520-184-w,2017-520-184,13,8,132,75,59,30,19,12,13
2017-520-185-w,2017-520-185,3,1,126,75,54,26,20,9,14
2017-520-186-w,2017-520-186,2,0,123,91,67,16,18,3,7
2017-520-187-w,2017-520-187,4,1,66,46,35,17,13,0,0
2017-520-188-w,2017-520-188,8,7,86,40,33,27,14,4,5
2017-520-189-w,2017-520-189,12,6,137,75,61,32,21,3,5
2017-520-190-w,2017-520-190,8,2,96,69,64,17,17,0,0
2017-520-191-w,2017-520-191,6,1,97,61,50,24,18,4,5
2017-520-192-w,2017-520-192,5,7,102,67,48,16,14,4,6
2017-520-193-w,2017-520-193,8,1,57,38,30,14,11,0,0
2017-520-194-w,2017-520-194,2,4,109,69,51,18,15,9,11
2017-520-195-w,2017-520-195,2,1,88,51,41,18,13,4,5
2017-520-196-w,2017-520-196,5,3,102,58,40,27,15,7,9
2017-520-197-w,2017-520-197,8,8,147,71,64,47,23,4,4
2017-520-198-w,2017-520-198,2,5,72,48,36,13,12,6,8
2017-520-199-w,2017-520-199,7,3,161,94,67,35,25,11,17
2017-520-200-w,2017-520-200,6,2,79,49,36,18,13,4,6
2017-520-201-w,2017-520-201,4,3,92,65,50,15,16,0,2
2017-520-202-w,2017-520-202,24,2,161,105,82,35,27,1,2
2017-520-203-w,2017-520-203,8,5,82,38,26,27,13,5,7
2017-520-204-w,2017-520-204,5,1,19,14,13,3,4,0,0
2017-520-205-w,2017-520-205,0,3,97,62,43,21,16,6,8
2017-520-206-w,2017-520-206,4,4,89,54,35,22,14,2,4
2017-520-207-w,2017-520-207,3,0,53,29,22,19,10,3,3
2017-520-208-w,2017-520-208,10,4,80,54,47,17,14,3,4
2017-520-209-w,2017-520-209,0,1,36,21,15,7,5,2,3
2017-520-210-w,2017-520-210,2,6,151,94,59,34,22,11,15
2017-520-211-w,2017-520-211,7,1,114,80,62,19,22,3,7
2017-520-212-w,2017-520-212,5,1,81,53,37,21,15,0,2
2017-520-213-w,2017-520-213,4,2,112,59,37,25,16,8,13
2017-520-214-w,2017-520-214,3,1,127,79,55,27,16,11,13
2017-520-215-w,2017-520-215,4,2,32,17,14,7,6,0,1
2017-520-216-w,2017-520-216,10,0,206,153,101,27,29,12,18
2017-520-217-w,2017-520-217,4,2,68,42,29,19,12,3,4
2017-520-218-w,2017-520-218,4,5,66,38,35,13,12,2,3
2017-520-219-w,2017-520-219,3,0,99,61,44,18,14,5,8
2017-520-220-w,2017-520-220,3,6,111,69,51,18,17,4,9
2017-520-221-w,2017-520-221,3,2,77,48,31,23,13,2,3
2017-520-222-w,2017-520-222,0,0,26,17,8,6,5,0,2
2017-520-223-w,2017-520-223,2,3,82,50,37,17,14,4,6
2017-520-224-w,2017-520-224,6,3,166,99,65,41,26,7,12
2017-520-225-w,2017-520-225,2,2,74,49,35,19,13,7,8
2017-520-226-w,2017-520-226,4,0,65,42,35,15,12,1,1
2017-540-100-w,2017-540-100,3,2,74,43,33,23,13,6,6
2017-540-101-w,2017-540-101,15,7,112,80,62,21,21,1,3
2017-540-102-w,2017-540-102,5,5,148,97,73,22,23,8,12
2017-540-103-w,2017-540-103,10,6,68,42,32,13,13,1,3
2017-540-104-w,2017-540-104,10,1,51,33,27,13,10,0,0
2017-540-105-w,2017-540-105,15,6,141,94,68,19,21,7,12
2017-540-106-w,2017-540-106,5,6,125,75,66,23,20,8,9
2017-540-107-w,2017-540-107,12,5,131,73,61,34,22,4,6
2017-540-108-w,2017-540-108,8,1,64,38,31,18,13,0,0
2017-540-109-w,2017-540-109,5,1,93,63,45,17,18,0,4
2017-540-110-w,2017-540-110,2,3,100,64,47,19,15,2,4
2017-540-111-w,2017-540-111,14,2,99,60,46,24,16,8,10
2017-540-112-w,2017-540-112,25,4,128,97,78,15,21,1,3
2017-540-113-w,2017-540-113,7,2,87,48,41,20,16,3,5
2017-540-114-w,2017-540-114,6,3,129,92,62,24,19,7,9
2017-540-115-w,2017-540-115,10,7,111,71,60,17,18,4,6
2017-540-116-w,2017-540-116,5,0,70,47,36,12,12,2,4
2017-540-117-w,2017-540-117,5,5,108,68,55,22,19,1,2
2017-540-118-w,2017-540-118,8,1,152,103,82,25,22,6,8
2017-540-119-w,2017-540-119,12,5,134,85,58,22,22,4,11
2017-540-120-w,2017-540-120,27,5,202,130,108,50,31,8,8
2017-540-121-w,2017-540-121,1,4,68,43,32,13,11,2,3
2017-540-122-w,2017-540-122,7,8,125,72,57,31,21,6,7
2017-540-123-w,2017-540-123,8,2,90,58,47,17,15,1,1
2017-540-124-w,2017-540-124,8,2,59,39,32,14,11,1,1
2017-540-125-w,2017-540-125,17,8,129,67,53,31,19,6,10
2017-540-126-w,2017-540-126,5,4,111,61,44,32,18,5,7
2017-540-127-w,2017-540-127,6,0,72,52,40,13,12,3,3
2017-540-128-w,2017-540-128,12,2,100,63,46,26,16,5,5
2017-540-129-w,2017-540-129,4,3,154,110,72,28,22,7,11
2017-540-130-w,2017-540-130,2,0,17,13,13,3,4,0,0
2017-540-131-w,2017-540-131,15,1,88,56,44,18,14,4,4
2017-540-132-w,2017-540-132,20,4,110,74,58,22,16,5,6
2017-540-133-w,2017-540-133,5,4,112,75,51,18,15,11,13
2017-540-134-w,2017-540-134,10,5,168,107,76,31,26,5,10
2017-540-135-w,2017-540-135,3,4,115,86,59,15,16,5,6
2017-540-136-w,2017-540-136,12,3,113,61,50,35,20,2,4
2017-540-137-w,2017-540-137,4,4,79,52,39,17,13,4,4
2017-540-138-w,2017-540-138,15,4,131,81,56,30,21,4,8
2017-540-139-w,2017-540-139,15,3,101,69,52,19,16,2,3
2017-540-140-w,2017-540-140,9,10,87,49,42,18,14,6,8
2017-540-141-w,2017-540-141,17,2,78,44,43,16,15,0,0
2017-540-142-w,2017-540-142,0,3,141,94,69,23,21,9,12
2017-540-143-w,2017-540-143,25,0,83,64,58,11,16,0,0
2017-540-144-w,2017-540-144,18,3,64,48,46,10,15,0,0
2017-540-145-w,2017-540-145,11,0,124,91,68,19,20,7,9
2017-540-146-w,2017-540-146,4,3,100,69,50,21,15,5,5
2017-540-147-w,2017-540-147,10,1,36,27,21,4,6,0,0
2017-540-148-w,2017-540-148,8,2,70,34,30,26,15,0,0
2017-540-149-w,2017-540-149,5,4,95,45,38,29,15,7,8
2017-540-150-w,2017-540-150,2,0,8,3,3,5,3,0,0
2017-540-151-w,2017-540-151,10,4,153,88,66,34,23,8,11
2017-540-152-w,2017-540-152,1,5,130,85,59,30,20,5,6
2017-540-153-w,2017-540-153,10,1,145,88,57,32,23,8,14
2017-540-154-w,2017-540-154,16,5,110,57,51,24,17,2,4
2017-540-155-w,2017-540-155,12,3,111,64,56,30,20,4,5
2017-540-156-w,2017-540-156,8,1,85,51,41,27,16,4,4
2017-540-157-w,2017-540-157,8,5,97,48,42,27,17,1,2
2017-540-158-w,2017-540-158,3,2,98,68,53,15,14,4,4
2017-540-159-w,2017-540-159,12,2,102,68,51,16,17,5,7
2017-540-160-w,2017-540-160,17,3,125,91,68,20,20,2,4
2017-540-161-w,2017-540-161,8,4,67,44,38,9,11,6,6
2017-540-162-w,2017-540-162,14,5,103,70,59,17,18,2,3
2017-540-163-w,2017-540-163,7,2,33,23,20,5,6,0,0
2017-540-164-w,2017-540-164,9,2,66,31,26,26,13,0,0
2017-540-165-w,2017-540-165,11,2,87,59,51,18,15,1,1
2017-540-166-w,2017-540-166,6,6,98,52,41,27,15,3,4
2017-540-167-w,2017-540-167,14,2,129,82,67,27,20,3,4
2017-540-168-w,2017-540-168,13,2,78,51,43,16,14,4,4
2017-540-169-w,2017-540-169,32,0,93,62,53,20,19,0,1
2017-540-170-w,2017-540-170,16,1,82,53,47,23,15,0,0
2017-540-171-w,2017-540-171,8,3,125,87,61,24,22,4,8
2017-540-172-w,2017-540-172,4,2,85,55,44,18,15,2,3
2017-540-173-w,2017-540-173,15,5,162,106,76,33,23,15,18
2017-540-174-w,2017-540-174,12,2,103,64,52,14,18,6,10
2017-540-175-w,2017-540-175,45,13,173,110,96,30,30,11,13
2017-540-176-w,2017-540-176,7,8,142,93,69,27,21,4,6
2017-540-177-w,2017-540-177,2,3,106,71,52,17,17,4,8
2017-540-178-w,2017-540-178,10,2,116,83,62,22,19,10,11
2017-540-179-w,2017-540-179,31,5,93,55,50,21,17,0,2
2017-540-180-w,2017-540-180,27,7,113,73,65,23,22,3,4
2017-540-181-w,2017-540-181,16,4,164,106,81,29,27,10,14
2017-540-182-w,2017-540-182,15,7,132,79,63,25,22,12,15
2017-540-183-w,2017-540-183,11,4,84,55,43,17,14,1,1
2017-540-184-w,2017-540-184,9,4,83,53,42,17,12,7,7
2017-540-185-w,2017-540-185,5,2,185,121,93,44,29,12,14
2017-540-186-w,2017-540-186,14,5,120,93,64,10,21,4,9
2017-540-187-w,2017-540-187,9,2,78,47,38,25,15,3,4
2017-540-188-w,2017-540-188,17,1,112,65,51,25,20,1,3
2017-540-189-w,2017-540-189,20,3,140,80,68,29,21,5,6
2017-540-190-w,2017-540-190,0,1,12,6,5,3,2,0,0
2017-540-191-w,2017-540-191,19,1,113,76,64,22,20,0,1
2017-540-192-w,2017-540-192,13,1,108,73,55,18,16,5,7
2017-540-193-w,2017-540-193,9,1,150,98,69,33,25,8,11
2017-540-194-w,2017-540-194,25,5,100,60,49,23,16,2,3
2017-540-195-w,2017-540-195,4,1,60,41,33,14,12,1,1
2017-540-196-w,2017-540-196,15,7,118,76,56,21,19,7,10
2017-540-197-w,2017-540-197,14,5,102,63,51,24,15,7,7
2017-540-198-w,2017-540-198,22,5,141,78,69,30,24,5,8
2017-540-199-w,2017-540-199,27,2,86,59,55,22,17,0,0
2017-540-200-w,2017-540-200,7,1,94,65,52,17,15,4,5
2017-540-201-w,2017-540-201,19,4,98,61,50,21,17,3,5
2017-540-202-w,2017-540-202,3,3,146,97,73,23,20,9,11
2017-540-203-w,2017-540-203,17,1,84,52,42,22,16,0,2
2017-540-204-w,2017-540-204,21,2,87,61,51,21,17,0,0
2017-540-205-w,2017-540-205,4,5,71,47,38,12,14,4,7
2017-540-206-w,2017-540-206,5,0,36,29,24,6,7,1,1
2017-540-207-w,2017-540-207,13,1,88,53,44,25,16,1,2
2017-540-208-w,2017-540-208,4,3,96,54,42,25,15,7,8
2017-540-209-w,2017-540-209,3,1,75,45,38,19,14,1,1
2017-540-210-w,2017-540-210,7,4,167,105,72,39,26,9,14
2017-540-211-w,2017-540-211,6,1,89,56,44,21,15,3,4
2017-540-212-w,2017-540-212,4,0,99,70,47,20,16,8,11
2017-540-213-w,2017-540-213,31,1,173,115,95,34,27,6,7
2017-540-214-w,2017-540-214,30,10,212,133,106,38,33,14,16
2017-540-215-w,2017-540-215,9,0,78,43,34,20,12,5,6
2017-540-216-w,2017-540-216,23,6,175,124,94,24,26,14,17
2017-540-217-w,2017-540-217,8,0,75,52,39,17,14,2,3
2017-540-218-w,2017-540-218,15,2,141,105,87,18,24,4,5
2017-540-219-w,2017-540-219,4,2,93,69,49,16,15,1,2
2017-540-220-w,2017-540-220,27,2,116,74,62,23,23,4,7
2017-540-221-w,2017-540-221,33,9,157,102,86,26,26,4,7
2017-540-222-w,2017-540-222,11,2,89,61,55,15,15,5,5
2017-540-223-w,2017-540-223,1,1,46,27,25,10,7,0,0
2017-540-224-w,2017-540-224,25,1,120,78,69,28,23,1,3
2017-540-225-w,2017-540-225,13,4,105,70,59,21,17,5,6
2017-540-226-w,2017-540-226,8,2,70,53,43,12,13,1,1
2017-560-100-w,2017-560-100,5,5,98,61,41,22,14,6,8
2017-560-101-w,2017-560-101,1,5,147,90,65,28,22,16,19
2017-560-102-w,2017-560-102,2,4,65,38,30,17,11,3,3
2017-560-103-w,2017-560-103,9,8,99,52,41,26,18,1,3
2017-560-104-w,2017-560-104,9,3,107,58,45,27,19,3,8
2017-560-105-w,2017-560-105,11,4,135,79,62,29,23,9,12
2017-560-106-w,2017-560-106,10,6,126,65,52,30,21,4,8
2017-560-107-w,2017-560-107,9,5,102,62,45,22,15,8,11
2017-560-108-w,2017-560-108,12,7,109,64,47,24,18,8,12
2017-560-109-w,2017-560-109,3,0,63,49,38,10,11,1,1
2017-560-110-w,2017-560-110,8,7,99,58,46,21,17,3,6
2017-560-111-w,2017-560-111,18,5,97,48,39,28,16,2,4
2017-560-112-w,2017-560-112,2,4,107,73,47,17,16,8,13
2017-560-113-w,2017-560-113,8,6,111,63,47,30,18,4,5
2017-560-114-w,2017-560-114,5,3,88,53,38,25,14,1,1
2017-560-115-w,2017-560-115,6,3,81,45,36,23,13,4,4
2017-560-116-w,2017-560-116,17,4,116,63,49,29,21,1,5
2017-560-117-w,2017-560-117,11,11,149,81,54,33,20,16,21
2017-560-118-w,2017-560-118,1,1,22,15,9,4,4,0,1
2017-560-119-w,2017-560-119,26,5,129,78,61,34,21,4,6
2017-560-120-w,2017-560-120,6,4,86,36,30,34,14,3,3
2017-560-121-w,2017-560-121,10,4,128,67,50,32,22,6,12
2017-560-122-w,2017-560-122,15,9,167,90,74,34,27,5,10
2017-560-123-w,2017-560-123,3,2,103,73,52,16,17,3,5
2017-560-124-w,2017-560-124,4,1,133,77,49,36,19,13,16
2017-560-125-w,2017-560-125,16,9,78,45,42,11,14,6,7
2017-560-126-w,2017-560-126,11,1,97,58,46,19,15,5,8
2017-560-127-w,2017-560-127,16,6,104,66,55,23,17,3,4
2017-560-128-w,2017-560-128,5,1,77,47,39,17,13,3,3
2017-560-129-w,2017-560-129,7,1,143,83,56,38,22,3,7
2017-560-130-w,2017-560-130,7,5,104,60,40,25,15,8,10
2017-560-131-w,2017-560-131,3,3,69,48,40,10,12,2,3
2017-560-132-w,2017-560-132,10,3,85,40,30,23,15,2,6
2017-560-133-w,2017-560-133,2,1,64,53,45,8,13,0,0
2017-560-134-w,2017-560-134,3,5,126,73,50,32,20,1,4
2017-560-135-w,2017-560-135,7,4,111,69,57,22,18,3,5
2017-560-136-w,2017-560-136,11,7,172,116,84,29,27,5,9
2017-560-137-w,2017-560-137,14,3,88,47,43,20,15,6,7
2017-560-138-w,2017-560-138,16,10,143,85,67,26,20,12,13
2017-560-139-w,2017-560-139,22,1,100,71,57,15,18,6,7
2017-560-140-w,2017-560-140,8,10,173,111,73,26,25,9,17
2017-560-141-w,2017-560-141,3,6,137,98,65,20,22,8,14
2017-560-142-w,2017-560-142,9,5,129,79,61,30,20,5,6
2017-560-143-w,2017-560-143,27,9,109,53,47,31,19,6,8
2017-560-144-w,2017-560-144,22,1,74,46,40,13,13,2,2
2017-560-145-w,2017-560-145,20,12,160,83,66,38,21,11,13
2017-560-146-w,2017-560-146,9,5,108,68,49,21,16,4,6
2017-560-147-w,2017-560-147,6,5,125,71,49,31,17,8,10
2017-560-148-w,2017-560-148,13,4,79,52,49,12,14,4,4
2017-560-149-w,2017-560-149,6,2,88,64,46,13,14,2,4
2017-560-150-w,2017-560-150,16,1,95,55,49,26,17,1,1
2017-560-151-w,2017-560-151,3,1,95,65,48,16,15,6,7
2017-560-152-w,2017-560-152,12,2,189,120,83,40,29,10,15
2017-560-153-w,2017-560-153,9,4,162,89,64,40,24,9,13
2017-560-154-w,2017-560-154,5,2,74,48,36,15,10,4,5
2017-560-155-w,2017-560-155,1,1,92,67,47,18,15,2,3
2017-560-156-w,2017-560-156,8,3,89,52,39,27,15,8,8
2017-560-157-w,2017-560-157,9,5,109,46,36,33,19,1,5
2017-560-158-w,2017-560-158,6,3,60,30,25,18,9,1,1
2017-560-159-w,2017-560-159,4,2,120,79,57,19,17,9,11
2017-560-160-w,2017-560-160,0,2,71,38,30,19,12,4,5
2017-560-161-w,2017-560-161,10,7,157,91,72,36,25,6,10
2017-560-162-w,2017-560-162,3,3,149,78,52,33,19,16,21
2017-560-163-w,2017-560-163,11,2,105,56,48,23,19,2,5
2017-560-164-w,2017-560-164,6,3,106,65,50,23,18,4,6
2017-560-165-w,2017-560-165,20,3,125,77,53,26,21,12,16
2017-560-166-w,2017-560-166,12,6,88,48,38,25,15,4,6
2017-560-167-w,2017-560-167,7,4,103,55,44,29,18,1,3
2017-560-168-w,2017-560-168,14,6,177,100,77,41,27,5,7
2017-560-169-w,2017-560-169,19,13,154,83,62,37,26,9,14
2017-560-170-w,2017-560-170,3,6,86,51,40,16,17,4,9
2017-560-171-w,2017-560-171,7,3,125,76,53,29,17,8,10
2017-560-172-w,2017-560-172,12,2,140,87,68,27,24,4,8
2017-560-173-w,2017-560-173,11,2,108,64,49,20,17,6,8
2017-560-174-w,2017-560-174,7,3,64,35,28,17,9,8,8
2017-560-175-w,2017-560-175,5,1,96,61,43,19,13,6,9
2017-560-176-w,2017-560-176,4,3,82,44,35,27,14,4,5
2017-560-177-w,2017-560-177,17,4,85,54,48,17,15,2,2
2017-560-178-w,2017-560-178,12,3,114,71,55,24,18,4,6
2017-560-179-w,2017-560-179,5,6,145,89,61,34,21,16,18
2017-560-180-w,2017-560-180,19,5,72,47,41,14,14,4,5
2017-560-181-w,2017-560-181,6,7,173,107,74,35,25,13,19
2017-560-182-w,2017-560-182,8,4,158,108,79,27,25,9,11
2017-560-183-w,2017-560-183,30,2,77,56,49,15,16,0,0
2017-560-184-w,2017-560-184,3,6,117,77,48,20,22,5,12
2017-560-185-w,2017-560-185,11,10,147,70,56,43,21,4,6
2017-560-186-w,2017-560-186,18,7,101,64,54,17,16,7,7
2017-560-187-w,2017-560-187,5,3,150,102,78,27,23,10,11
2017-560-188-w,2017-560-188,2,3,97,65,50,18,16,3,4
2017-560-189-w,2017-560-189,2,2,104,65,47,23,16,5,7
2017-560-190-w,2017-560-190,14,7,141,95,71,23,23,9,13
2017-560-191-w,2017-560-191,3,0,88,66,47,12,14,6,7
2017-560-192-w,2017-560-192,16,9,157,86,64,32,26,13,20
2017-560-193-w,2017-560-193,1,3,91,56,46,18,16,4,6
2017-560-194-w,2017-560-194,0,4,103,53,37,28,15,8,11
2017-560-195-w,2017-560-195,18,6,83,40,35,24,14,4,5
2017-560-196-w,2017-560-196,4,3,109,74,54,24,19,2,3
2017-560-197-w,2017-560-197,3,4,75,37,30,21,12,3,4
2017-560-198-w,2017-560-198,0,0,53,32,26,12,9,2,2
2017-560-199-w,2017-560-199,7,4,148,91,55,28,21,13,20
2017-560-200-w,2017-560-200,13,1,84,46,39,22,15,5,6
2017-560-201-w,2017-560-201,5,4,97,54,45,21,15,5,6
2017-560-202-w,2017-560-202,14,4,77,49,38,17,14,2,3
2017-560-203-w,2017-560-203,5,1,104,70,54,17,16,9,10
2017-560-204-w,2017-560-204,19,3,103,59,47,29,19,1,2
2017-560-205-w,2017-560-205,4,1,94,59,46,24,16,3,3
2017-560-206-w,2017-560-206,7,2,86,52,34,17,14,5,9
2017-560-207-w,2017-560-207,12,3,85,55,43,18,14,5,5
2017-560-208-w,2017-560-208,8,5,79,50,40,15,14,4,6
2017-560-209-w,2017-560-209,4,1,74,58,44,9,14,2,4
2017-560-210-w,2017-560-210,9,5,112,60,43,33,19,3,5
2017-560-211-w,2017-560-211,6,4,145,101,62,22,22,14,21
2017-560-212-w,2017-560-212,4,2,63,44,36,15,13,2,2
2017-560-213-w,2017-560-213,12,4,98,56,46,20,17,1,3
2017-560-214-w,2017-560-214,11,2,75,49,43,19,15,0,0
2017-560-215-w,2017-560-215,9,4,136,78,50,33,22,6,12
2017-560-216-w,2017-560-216,18,3,62,38,35,13,12,0,0
2017-560-217-w,2017-560-217,18,3,107,70,59,23,21,0,2
2017-560-218-w,2017-560-218,1,4,133,83,57,30,18,10,13
2017-560-219-w,2017-560-219,9,4,136,85,54,27,20,8,14
2017-560-220-w,2017-560-220,4,3,63,43,36,11,12,3,4
2017-560-221-w,2017-560-221,12,3,119,80,65,20,22,1,3
2017-560-222-w,2017-560-222,22,3,147,99,81,29,23,1,2
2017-560-223-w,2017-560-223,7,3,97,62,40,22,14,8,10
2017-560-224-w,2017-560-224,5,2,90,65,50,18,17,1,2
2017-560-225-w,2017-560-225,22,1,103,71,59,21,21,2,4
2017-560-226-w,2017-560-226,1,1,72,45,38,19,14,0,0
2018-580-101-w,2018-580-101,2,1,66,48,37,12,11,5,6
2018-580-102-w,2018-580-102,12,1,66,46,46,14,14,0,0
2018-580-103-w,2018-580-103,10,2,108,69,51,17,15,5,7
2018-580-104-w,2018-580-104,3,5,127,74,58,27,23,4,9
2018-580-105-w,2018-580-105,14,7,189,109,68,40,30,14,25
2018-580-106-w,2018-580-106,9,4,225,153,102,43,31,14,16
2018-580-107-w,2018-580-107,11,4,88,46,36,19,15,4,8
2018-580-108-w,2018-580-108,13,4,97,68,57,18,18,2,3
2018-580-109-w,2018-580-109,10,4,122,81,58,17,20,4,9
2018-580-110-w,2018-580-110,2,6,106,72,51,17,16,3,5
2018-580-111-w,2018-580-111,9,6,162,85,61,37,26,9,17
2018-580-112-w,2018-580-112,15,2,88,59,46,20,16,3,3
2018-580-113-w,2018-580-113,12,2,108,68,47,27,17,1,4
2018-580-114-w,2018-580-114,15,6,160,99,68,27,25,6,13
2018-580-115-w,2018-580-115,7,2,117,79,66,27,23,4,6
2018-580-116-w,2018-580-116,20,3,118,71,55,26,19,3,5
2018-580-117-w,2018-580-117,7,5,69,38,33,18,12,2,2
2018-580-118-w,2018-580-118,3,7,115,73,56,20,18,5,7
2018-580-119-w,2018-580-119,12,1,86,51,36,20,15,3,6
2018-580-120-w,2018-580-120,13,15,179,96,68,34,26,9,17
