match_stats_id,match_id,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
2014-560-29-w,2014-560-29,20,3,83,53,42,16,13,5,5
2014-560-30-w,2014-560-30,5,4,95,57,42,21,18,2,6
2014-560-31-w,2014-560-31,18,1,69,44,36,16,13,3,4
2014-560-32-w,2014-560-32,19,4,83,55,49,17,15,7,8
2014-560-33-w,2014-560-33,10,0,94,55,39,22,14,5,7
2014-560-34-w,2014-560-34,12,7,161,86,62,38,25,7,13
2014-560-35-w,2014-560-35,12,6,146,78,59,38,24,3,6
2014-560-36-w,2014-560-36,11,7,130,63,46,32,18,8,13
2014-560-37-w,2014-560-37,14,5,124,67,54,22,20,10,15
2014-560-38-w,2014-560-38,7,9,124,82,59,17,16,12,15
2014-560-39-w,2014-560-39,6,1,68,34,29,25,13,3,3
2014-560-40-w,2014-560-40,10,6,69,44,38,14,13,1,2
2014-560-41-w,2014-560-41,3,1,34,23,20,9,7,0,0
2014-560-42-w,2014-560-42,12,9,147,97,68,32,23,4,10
2014-560-43-w,2014-560-43,20,8,123,78,57,27,23,2,6
2014-560-44-w,2014-560-44,29,5,172,121,91,25,26,14,17
2014-560-45-w,2014-560-45,12,1,98,52,39,28,14,7,7
2014-560-46-w,2014-560-46,12,1,66,41,31,15,12,2,4
2014-560-47-w,2014-560-47,21,1,116,76,64,22,17,3,3
2014-560-48-w,2014-560-48,5,4,102,59,41,20,15,6,9
2014-560-49-w,2014-560-49,8,0,78,42,35,24,14,1,2
2014-560-50-w,2014-560-50,5,1,109,68,46,27,18,4,7
2014-560-51-w,2014-560-51,9,2,62,39,33,16,13,1,2
2014-560-52-w,2014-560-52,9,7,181,101,72,43,25,10,14
2014-560-53-w,2014-560-53,8,6,91,49,38,23,14,5,6
2014-560-54-w,2014-560-54,12,2,83,50,44,20,16,1,2
2014-560-55-w,2014-560-55,4,0,45,22,19,17,9,0,0
2014-560-56-w,2014-560-56,9,2,99,61,49,22,17,1,3
2014-560-57-w,2014-560-57,6,2,88,49,39,23,14,7,8
2014-560-58-w,2014-560-58,11,5,112,71,51,19,19,2,6
2014-560-59-w,2014-560-59,18,2,122,67,51,38,20,2,3
2014-560-60-w,2014-560-60,10,3,151,95,65,34,25,8,13
2014-560-61-w,2014-560-61,24,4,102,62,55,24,19,3,4
2014-560-62-w,2014-560-62,6,7,96,57,45,20,15,6,8
2014-560-63-w,2014-560-63,12,6,90,52,46,24,16,0,0
2014-560-64-w,2014-560-64,10,1,87,60,53,15,16,2,3
2014-560-65-w,2014-560-65,13,0,57,43,38,8,11,1,1
2014-560-66-w,2014-560-66,16,1,81,48,42,22,15,2,2
2014-560-67-w,2014-560-67,4,1,24,14,11,6,4,0,0
2014-560-68-w,2014-560-68,29,1,84,61,53,15,15,1,1
2014-560-69-w,2014-560-69,13,4,89,54,46,18,15,7,8
2014-560-70-w,2014-560-70,5,0,109,76,55,17,18,6,9
2014-560-71-w,2014-560-71,9,9,161,100,76,31,25,8,10
2014-560-72-w,2014-560-72,6,1,73,48,40,17,14,3,3
2014-560-73-w,2014-560-73,16,1,106,74,63,16,20,0,3
2014-560-74-w,2014-560-74,8,6,104,67,51,18,15,8,10
2014-560-75-w,2014-560-75,22,3,91,58,49,25,16,5,5
2014-560-76-w,2014-560-76,8,2,163,114,91,27,26,7,8
2014-560-77-w,2014-560-77,4,0,47,29,22,14,9,0,0
2014-560-78-w,2014-560-78,9,4,79,44,33,22,13,4,5
2014-560-79-w,2014-560-79,8,4,127,79,60,25,20,1,4
2014-560-80-w,2014-560-80,26,3,134,80,65,31,23,2,5
2014-560-81-w,2014-560-81,10,4,150,86,64,38,23,12,14
2014-560-82-w,2014-560-82,7,4,120,69,47,32,15,8,9
2014-560-83-w,2014-560-83,19,9,135,82,64,28,21,5,7
2014-560-84-w,2014-560-84,5,7,142,81,55,37,23,4,7
2014-560-85-w,2014-560-85,10,10,113,59,49,28,15,5,5
2014-560-86-w,2014-560-86,15,3,96,64,48,23,18,0,2
2014-560-87-w,2014-560-87,4,8,119,57,43,31,19,7,11
2014-560-88-w,2014-560-88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-560-89-w,2014-560-89,7,3,67,42,30,18,12,5,6
2014-560-90-w,2014-560-90,9,2,79,53,38,11,12,7,10
2014-560-91-w,2014-560-91,8,10,96,47,35,26,14,6,8
2014-560-92-w,2014-560-92,14,2,88,59,46,18,15,1,2
2014-560-93-w,2014-560-93,12,7,86,47,34,20,13,5,8
2014-560-94-w,2014-560-94,7,2,68,48,40,11,12,3,3
2014-560-95-w,2014-560-95,7,5,173,110,91,37,28,5,7
2014-560-96-w,2014-560-96,9,4,79,49,41,15,15,0,2
2014-560-97-w,2014-560-97,5,1,74,51,38,11,13,2,4
2014-560-98-w,2014-560-98,13,5,157,98,77,36,23,11,12
2014-560-99-w,2014-560-99,14,2,84,54,44,19,15,6,6
2014-560-100-w,2014-560-100,4,5,118,66,46,28,19,6,10
2014-560-101-w,2014-560-101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-560-102-w,2014-560-102,4,3,117,86,66,16,20,6,9
2014-560-103-w,2014-560-103,4,2,86,42,29,30,13,9,10
2014-560-104-w,2014-560-104,22,6,106,60,53,26,18,2,5
2014-560-105-w,2014-560-105,14,5,82,46,38,21,14,2,2
2014-560-106-w,2014-560-106,6,6,87,51,40,17,14,6,8
2014-560-107-w,2014-560-107,13,8,108,61,50,21,19,3,7
2014-560-108-w,2014-560-108,9,1,123,61,40,35,17,8,11
2014-560-109-w,2014-560-109,7,10,103,47,40,22,16,11,16
2014-560-110-w,2014-560-110,11,5,65,38,32,16,13,0,1
2014-560-111-w,2014-560-111,1,2,94,53,39,22,15,1,3
2014-560-112-w,2014-560-112,12,0,93,58,41,20,15,6,8
2014-560-113-w,2014-560-113,6,0,85,55,42,21,15,2,2
2014-560-114-w,2014-560-114,11,3,99,49,41,29,17,3,5
2014-560-115-w,2014-560-115,18,6,133,73,58,35,21,6,8
2014-560-116-w,2014-560-116,8,7,164,92,68,48,28,5,9
2014-560-117-w,2014-560-117,9,3,81,46,39,20,13,7,7
2014-560-118-w,2014-560-118,22,4,157,84,67,42,26,7,10
2014-560-119-w,2014-560-119,14,6,111,73,57,22,18,6,7
2014-560-120-w,2014-560-120,8,5,87,51,39,19,13,6,7
2014-560-121-w,2014-560-121,8,3,152,96,64,29,21,12,16
2014-560-122-w,2014-560-122,3,6,184,108,82,41,27,8,10
2014-560-123-w,2014-560-123,19,5,90,57,48,15,15,2,4
2014-560-124-w,2014-560-124,5,2,151,86,65,37,25,10,15
2014-560-125-w,2014-560-125,5,4,125,73,49,26,18,9,13
2014-560-126-w,2014-560-126,13,1,81,45,39,20,15,1,2
2014-560-127-w,2014-560-127,18,3,86,45,36,25,14,8,9
2015-580-1-w,2015-580-1,8,3,79,52,44,17,14,3,3
2015-580-2-w,2015-580-2,8,3,128,80,59,28,19,6,8
2015-580-3-w,2015-580-3,5,4,142,79,53,33,22,9,14
2015-580-4-w,2015-580-4,13,6,123,82,63,15,17,6,9
2015-580-5-w,2015-580-5,30,3,87,59,53,18,16,1,1
2015-580-6-w,2015-580-6,7,7,120,61,48,33,20,5,8
2015-580-7-w,2015-580-7,29,3,113,70,62,21,17,9,9
2015-580-8-w,2015-580-8,9,6,164,121,80,23,20,20,22
2015-580-9-w,2015-580-9,26,6,150,86,69,33,26,4,8
2015-580-10-w,2015-580-10,6,5,103,58,49,21,15,8,9
2015-580-11-w,2015-580-11,25,13,134,84,59,22,21,5,11
2015-580-12-w,2015-580-12,22,7,149,100,80,24,24,9,11
2015-580-13-w,2015-580-13,17,2,119,70,53,33,21,3,5
2015-580-14-w,2015-580-14,8,4,90,57,40,19,16,4,8
2015-580-15-w,2015-580-15,7,5,101,60,48,25,19,4,6
2015-580-16-w,2015-580-16,28,3,92,69,63,14,17,1,1
2015-580-17-w,2015-580-17,9,3,78,44,36,20,13,2,2
2015-580-18-w,2015-580-18,18,4,112,57,40,28,14,7,9
2015-580-19-w,2015-580-19,4,2,97,63,45,20,14,3,5
2015-580-20-w,2015-580-20,8,3,91,58,44,19,14,2,3
2015-580-21-w,2015-580-21,5,0,74,50,37,19,14,0,0
2015-580-22-w,2015-580-22,20,5,157,91,64,43,25,11,14
2015-580-23-w,2015-580-23,6,5,108,63,49,21,17,4,6
2015-580-24-w,2015-580-24,2,3,116,60,46,33,19,7,9
2015-580-25-w,2015-580-25,5,5,97,61,49,22,17,3,4
2015-580-26-w,2015-580-26,14,6,178,103,79,36,25,13,16
2015-580-27-w,2015-580-27,10,3,92,55,41,18,15,9,11
2015-580-28-w,2015-580-28,5,2,64,35,30,20,13,2,3
2015-580-29-w,2015-580-29,5,2,72,53,43,11,13,2,3
2015-580-30-w,2015-580-30,17,4,92,58,45,20,14,1,1
2015-580-31-w,2015-580-31,10,7,111,73,52,17,16,9,12
2015-580-32-w,2015-580-32,11,1,94,58,43,19,15,7,10
2015-580-33-w,2015-580-33,8,4,102,63,50,18,16,6,9
2015-580-34-w,2015-580-34,10,9,80,47,38,17,13,4,5
2015-580-35-w,2015-580-35,14,2,105,58,41,34,18,3,4
2015-580-36-w,2015-580-36,10,4,73,49,43,10,13,0,1
2015-580-37-w,2015-580-37,18,2,56,36,31,13,11,0,0
2015-580-38-w,2015-580-38,24,1,137,94,70,21,21,7,9
2015-580-39-w,2015-580-39,24,4,96,68,57,15,16,1,1
2015-580-40-w,2015-580-40,16,11,177,100,70,32,26,14,21
2015-580-41-w,2015-580-41,32,9,165,112,86,21,23,10,14
2015-580-42-w,2015-580-42,7,4,173,108,81,33,26,9,14
2015-580-43-w,2015-580-43,13,8,171,98,74,33,24,11,15
2015-580-44-w,2015-580-44,5,2,71,46,37,15,12,1,1
2015-580-45-w,2015-580-45,14,6,171,100,75,38,25,11,13
2015-580-46-w,2015-580-46,3,6,172,102,64,34,25,11,18
2015-580-47-w,2015-580-47,6,3,97,61,44,23,17,4,7
2015-580-48-w,2015-580-48,4,3,57,35,31,18,12,1,1
2015-580-49-w,2015-580-49,13,0,92,59,42,26,16,3,5
2015-580-50-w,2015-580-50,10,7,167,106,72,37,27,4,8
2015-580-51-w,2015-580-51,4,1,111,76,54,18,16,6,8
2015-580-52-w,2015-580-52,5,1,93,60,45,19,15,5,7
2015-580-53-w,2015-580-53,11,9,122,59,40,33,18,13,17
2015-580-54-w,2015-580-54,29,5,156,95,73,29,25,4,9
2015-580-55-w,2015-580-55,18,0,132,85,70,22,24,1,5
2015-580-56-w,2015-580-56,11,1,61,41,36,16,13,0,0
2015-580-57-w,2015-580-57,0,0,15,10,8,2,3,0,1
2015-580-58-w,2015-580-58,3,7,135,74,52,33,19,14,17
2015-580-59-w,2015-580-59,21,5,160,104,82,33,26,7,9
2015-580-60-w,2015-580-60,19,3,69,50,46,11,14,2,2
2015-580-61-w,2015-580-61,15,2,125,82,64,22,21,4,6
2015-580-62-w,2015-580-62,12,3,148,91,71,25,23,8,11
2015-580-63-w,2015-580-63,4,2,90,54,41,21,17,4,8
2015-580-64-w,2015-580-64,9,3,83,56,48,17,15,4,4
2015-580-65-w,2015-580-65,7,2,57,35,30,15,12,0,1
2015-580-66-w,2015-580-66,15,4,95,62,49,19,15,5,6
2015-580-67-w,2015-580-67,27,3,100,69,63,23,21,1,2
2015-580-68-w,2015-580-68,27,6,121,77,63,21,19,6,8
2015-580-69-w,2015-580-69,21,5,107,56,32,25,18,10,19
2015-580-70-w,2015-580-70,14,9,143,99,72,18,23,7,11
2015-580-71-w,2015-580-71,16,2,122,77,55,21,21,5,10
2015-580-72-w,2015-580-72,17,2,82,56,50,20,16,0,0
2015-580-73-w,2015-580-73,3,3,112,83,61,17,17,5,6
2015-580-74-w,2015-580-74,5,1,120,89,63,16,18,10,13
2015-580-75-w,2015-580-75,22,7,160,84,65,41,22,4,6
2015-580-76-w,2015-580-76,7,5,83,44,33,23,13,3,4
2015-580-77-w,2015-580-77,2,4,104,74,56,20,20,3,5
2015-580-78-w,2015-580-78,5,2,87,59,49,13,15,0,2
2015-580-79-w,2015-580-79,17,2,109,54,45,24,14,8,9
2015-580-80-w,2015-580-80,7,3,122,79,60,24,21,2,5
2015-580-81-w,2015-580-81,9,2,84,46,38,18,14,3,5
2015-580-82-w,2015-580-82,11,1,112,77,63,12,18,6,8
2015-580-83-w,2015-580-83,24,2,165,127,99,18,23,5,6
2015-580-84-w,2015-580-84,26,3,127,85,66,26,23,2,4
2015-580-85-w,2015-580-85,14,1,75,51,42,19,14,0,0
2015-580-86-w,2015-580-86,23,1,87,58,47,18,15,3,3
2015-580-87-w,2015-580-87,12,4,143,87,61,33,22,9,12
2015-580-88-w,2015-580-88,3,7,154,98,68,29,26,2,7
2015-580-89-w,2015-580-89,5,2,63,39,33,14,12,1,2
2015-580-90-w,2015-580-90,8,1,98,68,49,16,16,7,10
2015-580-91-w,2015-580-91,16,4,130,75,54,24,17,5,9
2015-580-92-w,2015-580-92,14,4,118,66,57,28,20,4,7
2015-580-93-w,2015-580-93,10,3,141,71,51,35,21,12,17
2015-580-94-w,2015-580-94,24,4,119,77,60,31,22,1,2
2015-580-95-w,2015-580-95,8,1,116,75,57,22,18,4,6
2015-580-96-w,2015-580-96,16,0,92,64,50,20,17,0,1
2015-580-97-w,2015-580-97,11,0,91,66,54,17,16,3,3
2015-580-98-w,2015-580-98,23,3,97,59,53,28,17,1,1
2015-580-99-w,2015-580-99,19,4,123,64,51,35,17,10,11
2015-580-100-w,2015-580-100,22,5,73,52,43,11,14,2,3
2015-580-101-w,2015-580-101,9,2,78,42,38,17,14,1,3
2015-580-102-w,2015-580-102,3,4,92,38,27,35,14,5,6
2015-580-103-w,2015-580-103,4,5,138,88,55,24,22,5,12
2015-580-104-w,2015-580-104,15,5,120,78,58,25,18,6,7
2015-580-105-w,2015-580-105,20,0,77,44,39,22,15,0,0
2015-580-106-w,2015-580-106,9,2,91,68,56,14,16,0,0
2015-580-107-w,2015-580-107,18,3,106,73,61,18,17,5,6
2015-580-108-w,2015-580-108,4,0,75,51,39,15,12,7,7
2015-580-109-w,2015-580-109,9,3,74,42,34,20,13,1,2
2015-580-110-w,2015-580-110,6,9,155,98,73,29,23,8,10
2015-580-111-w,2015-580-111,27,2,101,72,58,14,15,3,3
2015-580-112-w,2015-580-112,4,4,151,86,67,32,22,7,10
2015-580-113-w,2015-580-113,13,4,92,65,53,18,17,4,4
2015-580-114-w,2015-580-114,30,3,144,107,85,22,26,2,3
2015-580-115-w,2015-580-115,16,3,134,86,66,24,22,5,9
2015-580-116-w,2015-580-116,7,3,96,54,38,25,13,5,6
2015-580-117-w,2015-580-117,17,4,88,46,39,25,14,1,1
2015-580-118-w,2015-580-118,3,3,88,59,46,19,15,6,6
2015-580-119-w,2015-580-119,12,4,136,91,70,18,22,4,8
2015-580-120-w,2015-580-120,25,7,187,116,87,37,29,9,12
2015-580-121-w,2015-580-121,8,2,78,54,48,18,15,0,0
2015-580-122-w,2015-580-122,21,4,91,56,48,19,16,3,4
2015-580-123-w,2015-580-123,11,0,87,58,48,13,13,4,4
2015-580-124-w,2015-580-124,12,1,87,60,48,18,16,1,2
2015-580-125-w,2015-580-125,5,3,135,88,61,28,23,3,8
2015-580-126-w,2015-580-126,16,2,130,85,64,24,20,2,3
2015-580-127-w,2015-580-127,9,1,136,81,48,34,20,7,12
2015-520-1-w,2015-520-1,6,1,87,65,47,13,14,5,6
2015-520-2-w,2015-520-2,19,4,168,106,84,30,27,7,12
2015-520-3-w,2015-520-3,15,4,122,75,57,21,19,8,12
2015-520-4-w,2015-520-4,7,1,127,83,61,24,19,5,6
2015-520-5-w,2015-520-5,6,2,77,46,32,19,13,4,6
2015-520-6-w,2015-520-6,11,4,163,107,72,33,24,13,17
2015-520-7-w,2015-520-7,15,2,138,89,68,20,19,9,11
2015-520-8-w,2015-520-8,9,6,84,48,42,20,14,10,10
2015-520-9-w,2015-520-9,3,5,104,58,47,28,15,6,6
2015-520-10-w,2015-520-10,2,1,62,36,27,19,11,2,2
2015-520-11-w,2015-520-11,6,2,124,78,49,30,18,5,8
2015-520-12-w,2015-520-12,4,1,122,88,61,15,18,7,11
2015-520-13-w,2015-520-13,2,6,110,63,46,26,16,6,10
2015-520-14-w,2015-520-14,7,1,64,33,28,24,14,0,1
2015-520-15-w,2015-520-15,8,3,128,88,64,16,20,6,9
2015-520-16-w,2015-520-16,0,1,72,50,41,14,14,1,2
2015-520-17-w,2015-520-17,5,2,73,46,38,15,13,2,3
2015-520-18-w,2015-520-18,8,3,76,48,40,16,13,3,5
2015-520-19-w,2015-520-19,8,2,160,94,59,31,24,10,18
2015-520-20-w,2015-520-20,7,2,89,62,49,11,14,9,11
2015-520-21-w,2015-520-21,12,6,99,49,40,24,17,3,7
2015-520-22-w,2015-520-22,6,1,91,61,38,15,15,2,7
2015-520-23-w,2015-520-23,9,5,94,51,44,33,20,0,1
2015-520-24-w,2015-520-24,21,0,87,65,49,11,15,2,4
2015-520-25-w,2015-520-25,14,1,70,45,40,15,13,1,1
2015-520-26-w,2015-520-26,13,5,186,103,81,49,26,14,16
2015-520-27-w,2015-520-27,15,6,132,86,64,26,21,7,10
2015-520-28-w,2015-520-28,11,5,154,104,75,24,26,3,8
2015-520-29-w,2015-520-29,14,2,129,80,58,29,18,11,12
2015-520-30-w,2015-520-30,2,2,69,41,35,21,14,0,0
2015-520-31-w,2015-520-31,4,4,120,82,62,15,16,10,12
2015-520-32-w,2015-520-32,8,5,70,43,34,15,12,4,5
2015-520-33-w,2015-520-33,7,3,79,39,31,23,14,1,3
2015-520-34-w,2015-520-34,5,2,73,42,27,22,13,2,4
2015-520-35-w,2015-520-35,11,7,182,119,79,34,25,8,12
2015-520-36-w,2015-520-36,5,2,69,41,33,19,14,0,1
2015-520-37-w,2015-520-37,4,0,74,51,41,14,13,2,3
2015-520-38-w,2015-520-38,6,4,82,50,42,22,15,0,1
2015-520-39-w,2015-520-39,0,1,135,103,68,20,23,4,9
2015-520-40-w,2015-520-40,9,3,108,73,53,23,16,2,2
2015-520-41-w,2015-520-41,4,2,63,44,40,11,12,1,1
2015-520-42-w,2015-520-42,1,3,122,78,56,22,17,5,8
2015-520-43-w,2015-520-43,2,2,102,67,46,19,15,7,10
2015-520-44-w,2015-520-44,5,2,61,36,31,16,11,1,1
2015-520-45-w,2015-520-45,9,3,80,51,37,19,13,5,6
2015-520-46-w,2015-520-46,11,6,150,83,61,36,25,10,15
2015-520-47-w,2015-520-47,9,1,114,76,57,20,19,9,11
2015-520-48-w,2015-520-48,3,2,75,51,42,16,14,3,3
2015-520-49-w,2015-520-49,10,5,86,50,39,21,13,6,6
2015-520-50-w,2015-520-50,2,1,78,62,46,11,13,2,2
2015-520-51-w,2015-520-51,4,2,75,45,38,19,14,0,1
2015-520-52-w,2015-520-52,9,6,160,91,59,39,24,10,15
2015-520-53-w,2015-520-53,15,5,96,54,42,25,16,4,6
2015-520-54-w,2015-520-54,15,0,117,79,56,17,16,10,13
2015-520-55-w,2015-520-55,5,2,69,46,38,13,13,4,5
2015-520-56-w,2015-520-56,7,3,94,51,42,23,17,3,5
2015-520-57-w,2015-520-57,18,7,136,82,62,26,20,12,15
2015-520-58-w,2015-520-58,7,3,133,83,55,31,21,3,7
2015-520-59-w,2015-520-59,9,5,149,86,64,30,21,5,8
2015-520-60-w,2015-520-60,4,0,116,81,62,24,20,4,5
2015-520-61-w,2015-520-61,8,8,100,36,32,40,16,2,3
2015-520-62-w,2015-520-62,0,0,43,28,23,6,7,2,3
2015-520-63-w,2015-520-63,8,5,114,61,52,23,15,7,7
2015-520-64-w,2015-520-64,8,0,81,58,45,15,14,2,2
2015-520-65-w,2015-520-65,3,1,73,50,42,15,14,3,4
2015-520-66-w,2015-520-66,19,8,141,83,66,30,26,9,14
2015-520-67-w,2015-520-67,2,2,119,77,61,19,21,0,2
2015-520-68-w,2015-520-68,21,1,122,83,64,19,21,3,6
2015-520-69-w,2015-520-69,6,13,182,90,64,47,22,12,15
2015-520-70-w,2015-520-70,3,4,165,81,50,49,24,13,19
2015-520-71-w,2015-520-71,4,6,127,73,55,29,21,4,8
2015-520-72-w,2015-520-72,5,3,93,63,46,13,13,6,7
2015-520-73-w,2015-520-73,4,3,90,51,42,22,17,2,4
2015-520-74-w,2015-520-74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-520-75-w,2015-520-75,5,5,122,66,50,31,20,4,7
2015-520-76-w,2015-520-76,10,2,107,80,63,12,19,3,5
2015-520-77-w,2015-520-77,10,0,77,43,35,23,13,3,3
2015-520-78-w,2015-520-78,13,4,112,72,61,21,20,6,8
2015-520-79-w,2015-520-79,6,1,83,62,46,10,14,5,6
2015-520-80-w,2015-520-80,0,5,67,39,33,18,12,2,2
2015-520-81-w,2015-520-81,3,3,94,54,44,21,16,1,3
2015-520-82-w,2015-520-82,10,1,162,107,75,26,26,5,11
2015-520-83-w,2015-520-83,5,4,65,39,33,16,13,0,1
2015-520-84-w,2015-520-84,5,1,86,56,45,19,14,11,11
2015-520-85-w,2015-520-85,5,1,63,34,30,19,12,1,1
2015-520-86-w,2015-520-86,1,4,148,97,62,32,24,7,12
2015-520-87-w,2015-520-87,4,1,82,44,32,25,14,4,6
2015-520-88-w,2015-520-88,13,0,142,79,58,36,20,8,9
2015-520-89-w,2015-520-89,11,9,131,57,40,38,20,6,11
2015-520-90-w,2015-520-90,7,1,128,83,64,22,21,6,10
2015-520-91-w,2015-520-91,7,3,130,79,54,28,20,6,10
2015-520-92-w,2015-520-92,3,3,95,49,35,24,15,4,7
2015-520-93-w,2015-520-93,21,9,133,90,71,22,24,4,8
2015-520-94-w,2015-520-94,12,3,201,126,80,44,24,20,22
2015-520-95-w,2015-520-95,2,3,108,69,47,24,18,2,5
2015-520-96-w,2015-520-96,3,0,77,49,40,20,15,1,3
2015-520-97-w,2015-520-97,4,0,76,58,49,12,15,0,0
2015-520-98-w,2015-520-98,3,3,144,81,62,37,22,12,13
2015-520-99-w,2015-520-99,6,6,71,34,30,23,13,1,1
2015-520-100-w,2015-520-100,1,1,80,47,27,23,12,4,6
2015-520-101-w,2015-520-101,12,4,89,48,36,20,13,8,10
2015-520-102-w,2015-520-102,5,0,85,59,41,16,14,2,4
2015-520-103-w,2015-520-103,10,0,88,58,44,17,14,5,6
2015-520-104-w,2015-520-104,5,5,132,83,60,25,21,5,8
2015-520-105-w,2015-520-105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-520-106-w,2015-520-106,8,2,84,55,40,21,15,6,7
2015-520-107-w,2015-520-107,11,4,99,65,48,17,15,3,6
2015-520-108-w,2015-520-108,1,6,122,71,54,27,20,2,5
2015-520-109-w,2015-520-109,8,0,76,41,38,21,14,0,0
2015-520-110-w,2015-520-110,4,5,150,74,54,46,24,8,11
2015-520-111-w,2015-520-111,10,7,152,100,68,25,25,6,12
2015-520-112-w,2015-520-112,4,1,82,53,36,19,13,4,5
2015-520-113-w,2015-520-113,4,0,80,61,42,13,12,8,9
2015-520-114-w,2015-520-114,1,2,98,65,45,19,18,3,7
2015-520-115-w,2015-520-115,4,2,104,65,49,16,18,2,6
2015-520-116-w,2015-520-116,2,3,77,49,38,17,13,4,4
2015-520-117-w,2015-520-117,5,5,86,57,47,13,14,1,2
2015-520-118-w,2015-520-118,13,4,121,79,61,24,20,2,4
2015-520-119-w,2015-520-119,5,4,80,34,27,27,13,2,3
2015-520-120-w,2015-520-120,2,1,100,61,45,25,18,2,4
2015-520-121-w,2015-520-121,3,0,80,50,38,18,14,3,5
2015-520-122-w,2015-520-122,9,2,126,73,57,22,20,6,11
2015-520-123-w,2015-520-123,10,1,118,72,60,23,23,3,7
2015-520-124-w,2015-520-124,4,0,92,50,44,26,15,4,4
2015-520-125-w,2015-520-125,8,2,141,98,67,29,25,1,4
2015-520-126-w,2015-520-126,15,6,157,82,62,44,22,16,17
2015-520-127-w,2015-520-127,9,3,126,84,64,21,20,8,10
2015-540-1-w,2015-540-1,12,1,84,61,46,13,15,7,9
2015-540-2-w,2015-540-2,10,4,172,117,77,26,27,10,17
2015-540-3-w,2015-540-3,23,17,148,72,56,34,25,9,15
2015-540-4-w,2015-540-4,19,3,128,94,65,18,22,7,11
2015-540-5-w,2015-540-5,15,3,116,75,60,23,17,2,3
2015-540-6-w,2015-540-6,4,3,105,75,54,12,14,8,9
2015-540-7-w,2015-540-7,15,4,136,90,73,24,22,2,3
2015-540-8-w,2015-540-8,23,9,107,62,54,23,19,5,7
2015-540-9-w,2015-540-9,15,2,89,59,49,15,15,2,3
2015-540-10-w,2015-540-10,5,1,39,22,17,14,7,1,1
2015-540-11-w,2015-540-11,6,2,70,45,36,17,13,0,0
2015-540-12-w,2015-540-12,38,3,83,68,63,7,16,1,1
2015-540-13-w,2015-540-13,14,7,140,75,58,40,24,5,7
2015-540-14-w,2015-540-14,19,11,183,123,89,23,25,6,11
2015-540-15-w,2015-540-15,7,0,81,56,36,17,14,3,5
2015-540-16-w,2015-540-16,14,4,138,82,61,38,23,3,4
2015-540-17-w,2015-540-17,25,3,93,56,48,23,16,0,0
2015-540-18-w,2015-540-18,11,6,111,66,54,25,20,5,7
2015-540-19-w,2015-540-19,27,10,189,118,96,41,32,9,10
2015-540-20-w,2015-540-20,10,3,116,76,59,16,19,3,6
2015-540-21-w,2015-540-21,5,0,72,51,41,15,14,0,0
2015-540-22-w,2015-540-22,11,5,113,69,50,29,20,1,3
2015-540-23-w,2015-540-23,14,8,143,77,59,36,24,7,11
2015-540-24-w,2015-540-24,17,5,79,51,45,17,13,2,2
2015-540-25-w,2015-540-25,6,2,66,35,32,22,13,2,2
2015-540-26-w,2015-540-26,33,10,155,84,74,38,25,8,9
2015-540-27-w,2015-540-27,19,5,151,105,80,26,26,2,4
2015-540-28-w,2015-540-28,5,3,76,40,32,23,13,2,2
2015-540-29-w,2015-540-29,12,3,77,44,35,20,13,0,1
2015-540-30-w,2015-540-30,5,5,87,65,51,11,13,7,7
2015-540-31-w,2015-540-31,5,3,103,75,61,11,18,6,8
2015-540-32-w,2015-540-32,25,4,115,78,64,18,19,2,3
2015-540-33-w,2015-540-33,14,2,122,76,59,29,19,6,6
2015-540-34-w,2015-540-34,14,2,109,70,54,25,17,4,5
2015-540-35-w,2015-540-35,25,8,181,115,98,32,27,7,9
2015-540-36-w,2015-540-36,1,4,83,48,33,19,13,4,6
2015-540-37-w,2015-540-37,14,2,96,68,53,17,18,4,6
2015-540-38-w,2015-540-38,22,6,144,84,63,34,24,3,6
2015-540-39-w,2015-540-39,16,9,118,73,59,21,20,3,5
2015-540-40-w,2015-540-40,1,5,83,49,32,22,14,4,6
2015-540-41-w,2015-540-41,38,4,147,92,82,30,25,4,5
2015-540-42-w,2015-540-42,3,1,60,31,25,20,10,3,3
2015-540-43-w,2015-540-43,8,6,89,59,45,18,14,2,3
2015-540-44-w,2015-540-44,42,8,124,76,70,26,21,1,1
2015-540-45-w,2015-540-45,5,1,66,41,36,16,13,0,0
2015-540-46-w,2015-540-46,9,9,170,92,68,42,26,7,11
2015-540-47-w,2015-540-47,10,5,107,60,44,25,17,6,8
2015-540-48-w,2015-540-48,14,3,95,62,47,16,16,4,7
2015-540-49-w,2015-540-49,16,2,136,89,78,27,22,4,5
2015-540-50-w,2015-540-50,14,6,137,87,69,25,21,4,5
2015-540-51-w,2015-540-51,14,10,112,62,48,28,16,5,7
2015-540-52-w,2015-540-52,7,5,143,84,63,35,25,2,5
2015-540-53-w,2015-540-53,17,3,81,52,48,18,16,1,1
2015-540-54-w,2015-540-54,7,2,104,63,49,30,18,5,6
2015-540-55-w,2015-540-55,13,4,112,78,58,16,16,6,10
